"transect","point","plantid","stemid","habitat","sex","plant","stem","site09","site10","site11","br09","br10","br11","tbd09","tbd10","tbd11","gr09","gr10","tbd09.sd","tbd10.sd","tbd11.sd","gr09.sd","gr10.sd","repro09","repro10","repro11","borer1.09","borer2.09","borer1.10","borer2.10","borer1.11","borer2.11","tbd1.mean","tbd1.sd","tbd2.mean","tbd2.sd","rgr.mean","rgr.sd"
"FORSYTH.E",55,139,"583.3279",0,0,8,64,1,0,0,1,0,0,16.0060976036011,NA,NA,NA,NA,-0.571857235273123,NA,NA,NA,NA,0,NA,NA,1,1,NA,NA,NA,NA,16.7614843605235,6.64796989573148,30.7712844803653,25.8197080775103,0.135422492018253,0.0538646244457959
"FORSYTH.E",71,142,"584",0,0,9,65,1,1,1,1,1,1,24.6805612549195,26.2981368324845,28.1458364528348,0.0634821537390944,0.0679013440828777,-0.235894348888902,-0.173245477232062,-0.101683877278898,-1.33557671698895,-1.25353418185106,0,1,1,0,0,1,1,1,1,16.7614843605235,6.64796989573148,30.7712844803653,25.8197080775103,0.135422492018253,0.0538646244457959
"FORSYTH.E",71,142,"593",0,0,9,66,1,1,1,2,2,2,61.2946096851418,64.8499489330163,68.9186615614579,0.0563842175814253,0.0608508679959607,1.18217158432411,1.31987024602863,1.47745191256907,-1.46735032964658,-1.38442669543411,1,1,1,1,1,1,1,1,1,16.7614843605235,6.64796989573148,30.7712844803653,25.8197080775103,0.135422492018253,0.0538646244457959
"FORSYTH.E",72,143,"585",0,1,10,67,1,1,0,1,1,0,19.5123415439249,21.3804191795666,NA,0.0914283464968055,NA,-0.436060039975711,-0.363709197354498,NA,-0.816753963739579,NA,0,1,NA,1,1,0,0,NA,NA,16.7614843605235,6.64796989573148,30.7712844803653,25.8197080775103,0.135422492018253,0.0538646244457959
"FORSYTH.E",72,143,"586",0,1,10,68,1,1,0,1,1,0,16.3169294321894,18.2333938077114,NA,0.111051553151241,NA,-0.559818685973681,-0.485593819845498,NA,-0.45244794923869,NA,0,0,NA,0,0,0,0,NA,NA,16.7614843605235,6.64796989573148,30.7712844803653,25.8197080775103,0.135422492018253,0.0538646244457959
"FORSYTH.E",72,143,"587",0,1,10,69,1,1,1,2,2,2,31.7166033158959,35.6340241965405,40.397300625326,0.116460609615957,0.125462049238859,0.0366122975787642,0.188334418870166,0.372816614195001,-0.352028489892792,-0.184916220652703,0,0,1,1,1,0,0,0,1,16.7614843605235,6.64796989573148,30.7712844803653,25.8197080775103,0.135422492018253,0.0538646244457959
"FORSYTH.E",72,143,"588",0,1,10,70,1,1,1,2,2,2,37.8422724308416,42.8758816833729,49.4761921576491,0.124882673268646,0.143182118042664,0.273860104430666,0.468812318352702,0.724443034798537,-0.195672370466693,0.144057924922866,0,1,1,0,0,0,0,1,1,16.7614843605235,6.64796989573148,30.7712844803653,25.8197080775103,0.135422492018253,0.0538646244457959
"FORSYTH.E",72,143,"589",0,1,10,71,1,1,1,1,1,1,16.8962118350881,19.1088168217985,21.2964716708624,0.123060397215153,0.108391567490259,-0.537383017794952,-0.451688594757007,-0.366960493165129,-0.229503035253504,-0.501830743388837,0,1,1,0,0,1,1,1,1,16.7614843605235,6.64796989573148,30.7712844803653,25.8197080775103,0.135422492018253,0.0538646244457959
"FORSYTH.E",72,143,"590",0,1,10,72,1,1,1,1,1,1,14.6639311905011,16.1642102406486,17.5311302141377,0.0974087357367943,0.0811786161411865,-0.623839481124658,-0.565733516268523,-0.512792562428703,-0.705727676978648,-1.00704082568426,1,1,1,1,1,0,1,0,0,16.7614843605235,6.64796989573148,30.7712844803653,25.8197080775103,0.135422492018253,0.0538646244457959
"FORSYTH.E",72,143,"592",0,1,10,73,1,0,0,1,0,0,22.9241156489221,NA,NA,NA,NA,-0.303921671301866,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,16.7614843605235,6.64796989573148,30.7712844803653,25.8197080775103,0.135422492018253,0.0538646244457959
